species,gene_id,gene_symbol,biotype,overlap_count,analyses
human,ENSG00000145375,AFG2A,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000145384,FABP2,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000145386,CCNA2,protein_coding,5,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000145391,SETD7,protein_coding,2,MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000145416,MARCHF1,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000145569,OTULINL,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000145623,OSMR,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000145632,PLK2,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000145649,GZMA,protein_coding,3,MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000145675,PIK3R1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000145685,LHFPL2,protein_coding,2,MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000145687,SSBP2,protein_coding,2,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000145730,PAM,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000145779,TNFAIP8,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000145824,CXCL14,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000145860,RNF145,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000145901,TNIP1,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000145912,NHP2,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000145920,CPLX2,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000145934,TENM2,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000146038,DCDC2,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000146054,TRIM7,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000146070,PLA2G7,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000146072,TNFRSF21,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000146094,DOK3,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000146112,PPP1R18,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000146192,FGD2,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000146216,TTBK1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000146232,NFKBIE,protein_coding,4,MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000146233,CYP39A1,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000146243,IRAK1BP1,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000146376,ARHGAP18,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000146386,ABRACL,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000146411,SLC2A12,protein_coding,1,Patient | GSE135251 | NAS high (upregulated)
human,ENSG00000146416,AIG1,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000146425,DYNLT1,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000146433,TMEM181,protein_coding,2,MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000146453,PNLDC1,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000146477,SLC22A3,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000146535,GNA12,protein_coding,3,Patient | GSE130970 | NAS high (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000146540,C7orf50,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000146670,CDCA5,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000146674,IGFBP3,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000146678,IGFBP1,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000146701,MDH2,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000146729,NIPSNAP2,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000146826,TRAPPC14,protein_coding,2,Patient | GSE130970 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000146828,SLC12A9,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000146834,MEPCE,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000146842,TMEM209,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000146904,EPHA1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000146918,NCAPG2,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000146955,RAB19,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000146966,DENND2A,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000147010,SH3KBP1,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000147027,TMEM47,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000147065,MSN,protein_coding,5,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated)
human,ENSG00000147144,CCDC120,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000147168,IL2RG,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000147231,RADX,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000147257,GPC3,protein_coding,3,MCD (external) | mouse | GSE156918 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000147383,NSDHL,protein_coding,4,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000147416,ATP6V1B2,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000147443,DOK2,protein_coding,4,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated)
human,ENSG00000147533,GOLGA7,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000147535,PLPP5,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000147614,ATP6V0D2,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000147642,SYBU,protein_coding,2,MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000147689,FAM83A,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000147799,ARHGAP39,protein_coding,2,MCD (external) | mouse | GSE205974 (external MCD); GWAS | human | Closest genes
human,ENSG00000147804,SLC39A4,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000147813,NAPRT,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000147852,VLDLR,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000147872,PLIN2,protein_coding,4,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000147894,C9orf72,protein_coding,2,MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000147905,ZCCHC7,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000148019,CEP78,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000148180,GSN,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000148297,MED22,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000148334,PTGES2,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000148335,NTMT1,protein_coding,2,MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000148343,MIGA2,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000148346,LCN2,protein_coding,4,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE135251 | NAS high (upregulated)
human,ENSG00000148356,LRSAM1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000148400,NOTCH1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000148773,MKI67,protein_coding,5,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000148795,CYP17A1,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000148814,LRRC27,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000148841,ITPRIP,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000148842,CNNM2,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000148843,PDCD11,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000148908,RGS10,protein_coding,5,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000148925,BTBD10,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000148926,ADM,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000148942,SLC5A12,protein_coding,1,Patient | GSE135251 | NAS high (upregulated)
human,ENSG00000148943,LIN7C,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000148965,SAA4,protein_coding,2,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000149090,PAMR1,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000149091,DGKZ,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000149115,TNKS1BP1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000149218,ENDOD1,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000149231,CCDC82,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000149257,SERPINH1,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000149260,CAPN5,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000149269,PAK1,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000149418,ST14,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000149428,HYOU1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000149476,TKFC,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000149483,TMEM138,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000149485,FADS1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000149503,INCENP,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000149554,CHEK1,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000149577,SIDT2,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000149591,TAGLN,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000149609,C20orf144,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000149634,SPATA25,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000149636,DSN1,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000149742,SLC22A9,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000149761,NUDT22,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000149781,FERMT3,protein_coding,5,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000149809,TM7SF2,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000149823,VPS51,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000149925,ALDOA,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000149926,TLCD3B,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000149927,DOC2A,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000149930,TAOK2,protein_coding,3,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated); GWAS | human | Closest genes
human,ENSG00000150054,MPP7,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000150093,ITGB1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000150337,FCGR1A,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000150403,TMCO3,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000150455,TIRAP,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000150510,FAM124A,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000150625,GPM6A,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000150687,PRSS23,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000150753,CCT5,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000150782,IL18,protein_coding,2,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000150867,PIP4K2A,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000150961,SEC24D,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000150967,ABCB9,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000150977,RILPL2,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000150990,DHX37,protein_coding,3,MCD (external) | mouse | GSE156918 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000151014,NOCT,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000151117,TMEM86A,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000151135,TMEM263,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000151164,RAD9B,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000151208,DLG5,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000151320,AKAP6,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000151332,MBIP,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000151353,TMEM18,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000151468,CCDC3,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000151651,ADAM8,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000151702,FLI1,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000151715,TMEM45B,protein_coding,4,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000151729,SLC25A4,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000151779,NBAS,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000151883,PARP8,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000151929,BAG3,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000152056,AP1S3,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000152137,HSPB8,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000152213,ARL11,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000152214,RIT2,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000152240,HAUS1,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000152253,SPC25,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000152315,KCNK13,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000152583,SPARCL1,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000152611,,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000152661,GJA1,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000152672,CLEC4F,protein_coding,2,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000152767,FARP1,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000152952,PLOD2,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000153029,MR1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000153037,SRP19,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000153094,BCL2L11,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000153132,CLGN,protein_coding,1,Patient | GSE130970 | NAS high (upregulated)
human,ENSG00000153179,RASSF3,protein_coding,2,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000153250,RBMS1,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000153291,SLC25A27,protein_coding,2,MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000153310,CYRIB,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000153395,LPCAT1,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000153551,CMTM7,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000153814,JAZF1,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000153933,DGKE,protein_coding,2,MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000153982,GDPD1,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000154059,IMPACT,protein_coding,2,MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000154065,ANKRD29,protein_coding,4,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000154080,CHST9,protein_coding,4,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000154096,THY1,protein_coding,5,MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000154127,UBASH3B,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000154144,TBRG1,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000154222,CC2D1B,protein_coding,2,MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000154229,PRKCA,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000154258,ABCA9,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000154265,ABCA5,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000154620,TMSB4Y,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000154640,BTG3,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000154734,ADAMTS1,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000154736,ADAMTS5,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000154743,TSEN2,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000154760,SLFN13,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000154767,XPC,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000154813,DPH3,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000154822,PLCL2,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
